section,metric,month,value,month_date
Appointment Count,England total count of appointment including covid vaccinations 6,Jul-24,31198312.0,2024-07-01
Appointment Count,England total count of appointment including covid vaccinations 6,Aug-24,27514467.0,2024-08-01
Appointment Count,England total count of appointment including covid vaccinations 6,Sep-24,29869961.0,2024-09-01
Appointment Count,England total count of appointment including covid vaccinations 6,Oct-24,40047366.0,2024-10-01
Appointment Count,England total count of appointment including covid vaccinations 6,Nov-24,31805652.0,2024-11-01
Appointment Count,England total count of appointment including covid vaccinations 6,Dec-24,28309200.0,2024-12-01
Appointment Count,England total count of appointment including covid vaccinations 6,Jan-25,32994896.0,2025-01-01
Appointment Count,England total count of appointment including covid vaccinations 6,Feb-25,29629409.0,2025-02-01
Appointment Count,England total count of appointment including covid vaccinations 6,Mar-25,31344964.0,2025-03-01
Appointment Count,England total count of appointment including covid vaccinations 6,Apr-25,29365606.0,2025-04-01
Appointment Count,England total count of appointment including covid vaccinations 6,May-25,29155713.0,2025-05-01
Appointment Count,England total count of appointment including covid vaccinations 6,Jun-25,30509650.0,2025-06-01
Appointment Count,England total count of appointment including covid vaccinations 6,Jul-25,32523447.0,2025-07-01
Appointment Count,England total count of appointment including covid vaccinations 6,Aug-25,27187347.0,2025-08-01
Appointment Count,England total count of appointment including covid vaccinations 6,Sep-25,32099649.0,2025-09-01
Appointment Count,England total count of appointment including covid vaccinations 6,Oct-25,39506952.0,2025-10-01
Appointment Count,England total count of appointment including covid vaccinations 6,Nov-25,31176562.0,2025-11-01
Appointment Count,England total count of appointment including covid vaccinations 6,Dec-25,30870983.0,2025-12-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Feb-21,29100366.0,2021-02-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Mar-21,34366968.0,2021-03-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Apr-21,31645318.0,2021-04-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",May-21,31657955.0,2021-05-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Jun-21,31156940.0,2021-06-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Jul-21,28065904.0,2021-07-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Aug-21,25473104.0,2021-08-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Sep-21,29638557.0,2021-09-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Oct-21,34163497.0,2021-10-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Nov-21,34841991.0,2021-11-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Dec-21,31769220.0,2021-12-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Jan-22,26977946.0,2022-01-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Feb-22,25721870.0,2022-02-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Mar-22,30085879.0,2022-03-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Apr-22,25338227.0,2022-04-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",May-22,28329557.0,2022-05-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Jun-22,26196939.0,2022-06-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Jul-22,26179312.0,2022-07-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Aug-22,26618897.0,2022-08-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Sep-22,30027089.0,2022-09-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Oct-22,36058631.0,2022-10-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Nov-22,32951103.0,2022-11-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Dec-22,27056642.0,2022-12-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Jan-23,29564884.0,2023-01-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Feb-23,27330571.0,2023-02-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Mar-23,31583922.0,2023-03-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Apr-23,25159488.0,2023-04-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",May-23,28670262.0,2023-05-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Jun-23,29720316.0,2023-06-01
Appointment Count,"Estimated England total count of appointment including covid vaccinations 9,10",Jul-23,27831189.0,2023-07-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Feb-21,,2021-02-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Mar-21,,2021-03-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Apr-21,,2021-04-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,May-21,,2021-05-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Jun-21,,2021-06-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Jul-21,,2021-07-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Aug-21,,2021-08-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Sep-21,,2021-09-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Oct-21,,2021-10-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Nov-21,,2021-11-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Dec-21,,2021-12-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Jan-22,,2022-01-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Feb-22,,2022-02-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Mar-22,,2022-03-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Apr-22,,2022-04-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,May-22,,2022-05-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Jun-22,,2022-06-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Jul-22,,2022-07-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Aug-22,,2022-08-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Sep-22,,2022-09-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Oct-22,,2022-10-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Nov-22,,2022-11-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Dec-22,,2022-12-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Jan-23,,2023-01-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Feb-23,,2023-02-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Mar-23,,2023-03-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Apr-23,,2023-04-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,May-23,,2023-05-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Jun-23,,2023-06-01
10,Estimated England total count of appointment including covid vaccinations is the sum of estimated England total count of appointments and Covid Vaccination delivered by practice/PCN,Jul-23,,2023-07-01
Appointment Count,Estimated England total count of appointments2,Feb-21,22510000.0,2021-02-01
Appointment Count,Estimated England total count of appointments2,Mar-21,27330000.0,2021-03-01
Appointment Count,Estimated England total count of appointments2,Apr-21,23990000.0,2021-04-01
Appointment Count,Estimated England total count of appointments2,May-21,23600000.0,2021-05-01
Appointment Count,Estimated England total count of appointments2,Jun-21,26900000.0,2021-06-01
Appointment Count,Estimated England total count of appointments2,Jul-21,25890000.0,2021-07-01
Appointment Count,Estimated England total count of appointments2,Aug-21,23940000.0,2021-08-01
Appointment Count,Estimated England total count of appointments2,Sep-21,28610000.0,2021-09-01
Appointment Count,Estimated England total count of appointments2,Oct-21,30400000.0,2021-10-01
Appointment Count,Estimated England total count of appointments2,Nov-21,30490000.0,2021-11-01
Appointment Count,Estimated England total count of appointments2,Dec-21,25210000.0,2021-12-01
Appointment Count,Estimated England total count of appointments2,Jan-22,25700000.0,2022-01-01
Appointment Count,Estimated England total count of appointments2,Feb-22,25410000.0,2022-02-01
Appointment Count,Estimated England total count of appointments2,Mar-22,29660000.0,2022-03-01
Appointment Count,Estimated England total count of appointments2,Apr-22,23990000.0,2022-04-01
Appointment Count,Estimated England total count of appointments2,May-22,27590000.0,2022-05-01
Appointment Count,Estimated England total count of appointments2,Jun-22,25910000.0,2022-06-01
Appointment Count,Estimated England total count of appointments2,Jul-22,26000000.0,2022-07-01
Appointment Count,Estimated England total count of appointments2,Aug-22,26540000.0,2022-08-01
Appointment Count,Estimated England total count of appointments2,Sep-22,28300000.0,2022-09-01
Appointment Count,Estimated England total count of appointments2,Oct-22,32050000.0,2022-10-01
Appointment Count,Estimated England total count of appointments2,Nov-22,31280000.0,2022-11-01
Appointment Count,Estimated England total count of appointments2,Dec-22,26800000.0,2022-12-01
Appointment Count,Estimated England total count of appointments2,Jan-23,29490000.0,2023-01-01
Appointment Count,Estimated England total count of appointments2,Feb-23,27300000.0,2023-02-01
Appointment Count,Estimated England total count of appointments2,Mar-23,31580000.0,2023-03-01
Appointment Count,Estimated England total count of appointments2,Apr-23,24200000.0,2023-04-01
Appointment Count,Estimated England total count of appointments2,May-23,27740000.0,2023-05-01
Appointment Count,Estimated England total count of appointments2,Jun-23,29430000.0,2023-06-01
Appointment Count,Estimated England total count of appointments2,Jul-23,27830000.0,2023-07-01
Service Setting,Extended Access Provision,Feb-21,,2021-02-01
Service Setting,Extended Access Provision,Feb-21,,2021-02-01
Service Setting,Extended Access Provision,Mar-21,,2021-03-01
Service Setting,Extended Access Provision,Mar-21,,2021-03-01
Service Setting,Extended Access Provision,Apr-21,,2021-04-01
Service Setting,Extended Access Provision,Apr-21,,2021-04-01
Service Setting,Extended Access Provision,May-21,,2021-05-01
Service Setting,Extended Access Provision,May-21,,2021-05-01
Service Setting,Extended Access Provision,Jun-21,,2021-06-01
Service Setting,Extended Access Provision,Jun-21,,2021-06-01
Service Setting,Extended Access Provision,Jul-21,,2021-07-01
Service Setting,Extended Access Provision,Jul-21,,2021-07-01
Service Setting,Extended Access Provision,Aug-21,0.00674684916521855,2021-08-01
Service Setting,Extended Access Provision,Aug-21,160927.0,2021-08-01
Service Setting,Extended Access Provision,Sep-21,0.00658799170521547,2021-09-01
Service Setting,Extended Access Provision,Sep-21,187906.0,2021-09-01
Service Setting,Extended Access Provision,Oct-21,0.00691460361088303,2021-10-01
Service Setting,Extended Access Provision,Oct-21,209539.0,2021-10-01
Service Setting,Extended Access Provision,Nov-21,0.00682705219886026,2021-11-01
Service Setting,Extended Access Provision,Nov-21,207577.0,2021-11-01
Service Setting,Extended Access Provision,Dec-21,0.00690129851202684,2021-12-01
Service Setting,Extended Access Provision,Dec-21,173504.0,2021-12-01
Service Setting,Extended Access Provision,Jan-22,0.00727019909988791,2022-01-01
Service Setting,Extended Access Provision,Jan-22,186375.0,2022-01-01
Service Setting,Extended Access Provision,Feb-22,0.00775488005250193,2022-02-01
Service Setting,Extended Access Provision,Feb-22,196627.0,2022-02-01
Service Setting,Extended Access Provision,Mar-22,0.00783594804733162,2022-03-01
Service Setting,Extended Access Provision,Mar-22,231905.0,2022-03-01
Service Setting,Extended Access Provision,Apr-22,0.00804102896934955,2022-04-01
Service Setting,Extended Access Provision,Apr-22,192284.0,2022-04-01
Service Setting,Extended Access Provision,May-22,0.00801989095601824,2022-05-01
Service Setting,Extended Access Provision,May-22,220511.0,2022-05-01
Service Setting,Extended Access Provision,Jun-22,0.00811728990648538,2022-06-01
Service Setting,Extended Access Provision,Jun-22,209652.0,2022-06-01
Service Setting,Extended Access Provision,Jul-22,0.00815381460142066,2022-07-01
Service Setting,Extended Access Provision,Jul-22,211309.0,2022-07-01
Service Setting,Extended Access Provision,Aug-22,0.00793584698325541,2022-08-01
Service Setting,Extended Access Provision,Aug-22,210212.0,2022-08-01
Service Setting,Extended Access Provision,Sep-22,0.00808004713083672,2022-09-01
Service Setting,Extended Access Provision,Sep-22,228370.0,2022-09-01
Service Setting,Extended Access Provision,Oct-22,0.0115878340804609,2022-10-01
Service Setting,Extended Access Provision,Oct-22,370812.0,2022-10-01
Service Setting,Extended Access Provision,Nov-22,0.00966192929404143,2022-11-01
Service Setting,Extended Access Provision,Nov-22,301875.0,2022-11-01
Service Setting,Extended Access Provision,Dec-22,0.00955506598136243,2022-12-01
Service Setting,Extended Access Provision,Dec-22,255739.0,2022-12-01
Service Setting,Extended Access Provision,Jan-23,0.00931577179231371,2023-01-01
Service Setting,Extended Access Provision,Jan-23,274388.0,2023-01-01
Service Setting,Extended Access Provision,Feb-23,0.00942651639415202,2023-02-01
Service Setting,Extended Access Provision,Feb-23,257047.0,2023-02-01
Service Setting,Extended Access Provision,Mar-23,0.00925951030621757,2023-03-01
Service Setting,Extended Access Provision,Mar-23,291995.0,2023-03-01
Service Setting,Extended Access Provision,Apr-23,0.0100701833164117,2023-04-01
Service Setting,Extended Access Provision,Apr-23,243280.0,2023-04-01
Service Setting,Extended Access Provision,May-23,0.00927188921050115,2023-05-01
Service Setting,Extended Access Provision,May-23,256697.0,2023-05-01
Service Setting,Extended Access Provision,Jun-23,0.00910050289208879,2023-06-01
Service Setting,Extended Access Provision,Jun-23,267500.0,2023-06-01
Service Setting,Extended Access Provision,Jul-23,264745.0,2023-07-01
Service Setting,Extended Access Provision,Jul-23,0.00953645642720674,2023-07-01
Service Setting,Extended Access Provision,Jul-23,0.0100598363025971,2023-07-01
Service Setting,Extended Access Provision,Jul-23,279250.0,2023-07-01
Service Setting,Extended Access Provision,Aug-23,0.00952931707719472,2023-08-01
Service Setting,Extended Access Provision,Aug-23,268696.0,2023-08-01
Service Setting,Extended Access Provision,Sep-23,0.0130245411172535,2023-09-01
Service Setting,Extended Access Provision,Sep-23,405083.0,2023-09-01
Service Setting,Extended Access Provision,Oct-23,0.0134038553399913,2023-10-01
Service Setting,Extended Access Provision,Oct-23,458450.0,2023-10-01
Service Setting,Extended Access Provision,Nov-23,0.0100197364417906,2023-11-01
Service Setting,Extended Access Provision,Nov-23,315176.0,2023-11-01
Service Setting,Extended Access Provision,Dec-23,0.0104502404332105,2023-12-01
Service Setting,Extended Access Provision,Dec-23,269326.0,2023-12-01
Service Setting,Extended Access Provision,Jan-24,0.0103539609326198,2024-01-01
Service Setting,Extended Access Provision,Jan-24,335582.0,2024-01-01
Service Setting,Extended Access Provision,Feb-24,0.0107479460791784,2024-02-01
Service Setting,Extended Access Provision,Feb-24,328033.0,2024-02-01
Service Setting,Extended Access Provision,Mar-24,0.0112864137950336,2024-03-01
Service Setting,Extended Access Provision,Mar-24,333109.0,2024-03-01
Service Setting,Extended Access Provision,Apr-24,0.0106293244328878,2024-04-01
Service Setting,Extended Access Provision,Apr-24,319937.0,2024-04-01
Service Setting,Extended Access Provision,May-24,0.0105647289895084,2024-05-01
Service Setting,Extended Access Provision,May-24,317742.0,2024-05-01
Service Setting,Extended Access Provision,Jun-24,0.0113161524612392,2024-06-01
Service Setting,Extended Access Provision,Jun-24,318330.0,2024-06-01
Service Setting,Extended Access Provision,Jul-24,0.0105943115763309,2024-07-01
Service Setting,Extended Access Provision,Jul-24,330522.0,2024-07-01
Service Setting,Extended Access Provision,Aug-24,0.0112009642072372,2024-08-01
Service Setting,Extended Access Provision,Aug-24,308188.0,2024-08-01
Service Setting,Extended Access Provision,Sep-24,0.0111014443739126,2024-09-01
Service Setting,Extended Access Provision,Sep-24,331599.0,2024-09-01
Service Setting,Extended Access Provision,Oct-24,0.0160938397898132,2024-10-01
Service Setting,Extended Access Provision,Oct-24,619831.0,2024-10-01
Service Setting,Extended Access Provision,Nov-24,0.0122086447360538,2024-11-01
Service Setting,Extended Access Provision,Nov-24,384106.0,2024-11-01
Service Setting,Extended Access Provision,Dec-24,0.0110538343138106,2024-12-01
Service Setting,Extended Access Provision,Dec-24,312504.0,2024-12-01
Service Setting,Extended Access Provision,Jan-25,0.0108495860871615,2025-01-01
Service Setting,Extended Access Provision,Jan-25,357885.0,2025-01-01
Service Setting,Extended Access Provision,Feb-25,0.0111631406969642,2025-02-01
Service Setting,Extended Access Provision,Feb-25,330756.0,2025-02-01
Service Setting,Extended Access Provision,Mar-25,0.0114484293798122,2025-03-01
Service Setting,Extended Access Provision,Mar-25,358850.0,2025-03-01
Service Setting,Extended Access Provision,Apr-25,0.0114991224022772,2025-04-01
Service Setting,Extended Access Provision,Apr-25,336248.0,2025-04-01
Service Setting,Extended Access Provision,May-25,0.0116225535938301,2025-05-01
Service Setting,Extended Access Provision,May-25,338535.0,2025-05-01
Service Setting,Extended Access Provision,Jun-25,0.0111467975643747,2025-06-01
Service Setting,Extended Access Provision,Jun-25,340004.0,2025-06-01
Service Setting,Extended Access Provision,Jul-25,0.0112555188302289,2025-07-01
Service Setting,Extended Access Provision,Jul-25,366068.0,2025-07-01
Service Setting,Extended Access Provision,Aug-25,0.0122491226153648,2025-08-01
Service Setting,Extended Access Provision,Aug-25,333021.0,2025-08-01
Service Setting,Extended Access Provision,Sep-25,0.0114758137053053,2025-09-01
Service Setting,Extended Access Provision,Sep-25,368366.0,2025-09-01
Service Setting,Extended Access Provision,Oct-25,0.0168018027096712,2025-10-01
Service Setting,Extended Access Provision,Oct-25,661078.0,2025-10-01
Service Setting,Extended Access Provision,Nov-25,0.0127083839654485,2025-11-01
Service Setting,Extended Access Provision,Nov-25,395787.0,2025-11-01
Service Setting,Extended Access Provision,Dec-25,0.0116255565387227,2025-12-01
Service Setting,Extended Access Provision,Dec-25,358824.0,2025-12-01
Appointment Mode5,Face-to-Face,Feb-21,0.529039420356704,2021-02-01
Appointment Mode5,Face-to-Face,Feb-21,11850255.0,2021-02-01
Appointment Mode5,Face-to-Face,Mar-21,0.536042156772288,2021-03-01
Appointment Mode5,Face-to-Face,Mar-21,14593975.0,2021-03-01
Appointment Mode5,Face-to-Face,Apr-21,0.546831791648318,2021-04-01
Appointment Mode5,Face-to-Face,Apr-21,13058306.0,2021-04-01
Appointment Mode5,Face-to-Face,May-21,0.554393526227546,2021-05-01
Appointment Mode5,Face-to-Face,May-21,13032902.0,2021-05-01
Appointment Mode5,Face-to-Face,Jun-21,0.561152772931427,2021-06-01
Appointment Mode5,Face-to-Face,Jun-21,15030018.0,2021-06-01
Appointment Mode5,Face-to-Face,Jul-21,0.567533031985158,2021-07-01
Appointment Mode5,Face-to-Face,Jul-21,14607857.0,2021-07-01
Appointment Mode5,Face-to-Face,Aug-21,0.575097545628027,2021-08-01
Appointment Mode5,Face-to-Face,Aug-21,13717325.0,2021-08-01
Appointment Mode5,Face-to-Face,Sep-21,0.605367741068709,2021-09-01
Appointment Mode5,Face-to-Face,Sep-21,17266602.0,2021-09-01
Appointment Mode5,Face-to-Face,Oct-21,0.642544471435529,2021-10-01
Appointment Mode5,Face-to-Face,Oct-21,19471561.0,2021-10-01
Appointment Mode5,Face-to-Face,Nov-21,0.625926103771509,2021-11-01
Appointment Mode5,Face-to-Face,Nov-21,19031327.0,2021-11-01
Appointment Mode5,Face-to-Face,Dec-21,0.609063936610389,2021-12-01
Appointment Mode5,Face-to-Face,Dec-21,15312340.0,2021-12-01
Appointment Mode5,Face-to-Face,Jan-22,0.601280163573336,2022-01-01
Appointment Mode5,Face-to-Face,Jan-22,15414102.0,2022-01-01
Appointment Mode5,Face-to-Face,Feb-22,0.612573919573296,2022-02-01
Appointment Mode5,Face-to-Face,Feb-22,15531971.0,2022-02-01
Appointment Mode5,Face-to-Face,Mar-22,0.619483551537311,2022-03-01
Appointment Mode5,Face-to-Face,Mar-22,18333625.0,2022-03-01
Appointment Mode5,Face-to-Face,Apr-22,0.629342161498039,2022-04-01
Appointment Mode5,Face-to-Face,Apr-22,15049371.0,2022-04-01
Appointment Mode5,Face-to-Face,May-22,0.64122685335799,2022-05-01
Appointment Mode5,Face-to-Face,May-22,17630860.0,2022-05-01
Appointment Mode5,Face-to-Face,Jun-22,0.648290805050923,2022-06-01
Appointment Mode5,Face-to-Face,Jun-22,16743946.0,2022-06-01
Appointment Mode5,Face-to-Face,Jul-22,0.654044137153437,2022-07-01
Appointment Mode5,Face-to-Face,Jul-22,16949786.0,2022-07-01
Appointment Mode5,Face-to-Face,Aug-22,0.661208660920012,2022-08-01
Appointment Mode5,Face-to-Face,Aug-22,17514702.0,2022-08-01
Appointment Mode5,Face-to-Face,Sep-22,0.681386797485332,2022-09-01
Appointment Mode5,Face-to-Face,Sep-22,19258341.0,2022-09-01
Appointment Mode5,Face-to-Face,Oct-22,0.713278981233598,2022-10-01
Appointment Mode5,Face-to-Face,Oct-22,22825008.0,2022-10-01
Appointment Mode5,Face-to-Face,Nov-22,0.691179486719908,2022-11-01
Appointment Mode5,Face-to-Face,Nov-22,21595046.0,2022-11-01
Appointment Mode5,Face-to-Face,Dec-22,0.68273156245966,2022-12-01
Appointment Mode5,Face-to-Face,Dec-22,18273143.0,2022-12-01
Appointment Mode5,Face-to-Face,Jan-23,0.693833106964438,2023-01-01
Appointment Mode5,Face-to-Face,Jan-23,20436254.0,2023-01-01
Appointment Mode5,Face-to-Face,Feb-23,0.698600627302473,2023-02-01
Appointment Mode5,Face-to-Face,Feb-23,19049794.0,2023-02-01
Appointment Mode5,Face-to-Face,Mar-23,0.69828180819135,2023-03-01
Appointment Mode5,Face-to-Face,Mar-23,22020041.0,2023-03-01
Appointment Mode5,Face-to-Face,Apr-23,0.70025603465918,2023-04-01
Appointment Mode5,Face-to-Face,Apr-23,16917099.0,2023-04-01
Appointment Mode5,Face-to-Face,May-23,0.697792693882634,2023-05-01
Appointment Mode5,Face-to-Face,May-23,19318748.0,2023-05-01
Appointment Mode5,Face-to-Face,Jun-23,0.689737320362877,2023-06-01
Appointment Mode5,Face-to-Face,Jun-23,20274125.0,2023-06-01
Appointment Mode5,Face-to-Face,Jul-23,0.683373328972356,2023-07-01
Appointment Mode5,Face-to-Face,Jul-23,18971373.0,2023-07-01
Appointment Mode4,Face-to-Face,Jul-23,0.679235103724027,2023-07-01
Appointment Mode4,Face-to-Face,Jul-23,18854820.0,2023-07-01
Appointment Mode4,Face-to-Face,Aug-23,0.676317049602909,2023-08-01
Appointment Mode4,Face-to-Face,Aug-23,19069959.0,2023-08-01
Appointment Mode4,Face-to-Face,Sep-23,0.705938629747911,2023-09-01
Appointment Mode4,Face-to-Face,Sep-23,21955763.0,2023-09-01
Appointment Mode4,Face-to-Face,Oct-23,0.708166536784687,2023-10-01
Appointment Mode4,Face-to-Face,Oct-23,24221311.0,2023-10-01
Appointment Mode4,Face-to-Face,Nov-23,0.678540566396014,2023-11-01
Appointment Mode4,Face-to-Face,Nov-23,21343845.0,2023-11-01
Appointment Mode4,Face-to-Face,Dec-23,0.666000225824463,2023-12-01
Appointment Mode4,Face-to-Face,Dec-23,17164311.0,2023-12-01
Appointment Mode4,Face-to-Face,Jan-24,0.664354250587563,2024-01-01
Appointment Mode4,Face-to-Face,Jan-24,21532371.0,2024-01-01
Appointment Mode4,Face-to-Face,Feb-24,0.658620071755637,2024-02-01
Appointment Mode4,Face-to-Face,Feb-24,20101433.0,2024-02-01
Appointment Mode4,Face-to-Face,Mar-24,0.654604037831606,2024-03-01
Appointment Mode4,Face-to-Face,Mar-24,19320087.0,2024-03-01
Appointment Mode4,Face-to-Face,Apr-24,0.654661758628483,2024-04-01
Appointment Mode4,Face-to-Face,Apr-24,19704970.0,2024-04-01
Appointment Mode4,Face-to-Face,May-24,0.652735547352856,2024-05-01
Appointment Mode4,Face-to-Face,May-24,19631502.0,2024-05-01
Appointment Mode4,Face-to-Face,Jun-24,0.65062284873838,2024-06-01
Appointment Mode4,Face-to-Face,Jun-24,18302402.0,2024-06-01
Appointment Mode4,Face-to-Face,Jul-24,0.647510295751374,2024-07-01
Appointment Mode4,Face-to-Face,Jul-24,20201067.0,2024-07-01
Appointment Mode4,Face-to-Face,Aug-24,0.642693755786285,2024-08-01
Appointment Mode4,Face-to-Face,Aug-24,17683344.0,2024-08-01
Appointment Mode4,Face-to-Face,Sep-24,0.650114026171567,2024-09-01
Appointment Mode4,Face-to-Face,Sep-24,19418839.0,2024-09-01
Appointment Mode4,Face-to-Face,Oct-24,0.694267026394551,2024-10-01
Appointment Mode4,Face-to-Face,Oct-24,26738692.0,2024-10-01
Appointment Mode4,Face-to-Face,Nov-24,0.65420102247789,2024-11-01
Appointment Mode4,Face-to-Face,Nov-24,20582345.0,2024-11-01
Appointment Mode4,Face-to-Face,Dec-24,0.640222672662661,2024-12-01
Appointment Mode4,Face-to-Face,Dec-24,18099796.0,2024-12-01
Appointment Mode4,Face-to-Face,Jan-25,0.640457840800646,2025-01-01
Appointment Mode4,Face-to-Face,Jan-25,21126175.0,2025-01-01
Appointment Mode4,Face-to-Face,Feb-25,0.639458021547323,2025-02-01
Appointment Mode4,Face-to-Face,Feb-25,18946691.0,2025-02-01
Appointment Mode4,Face-to-Face,Mar-25,0.636370733354451,2025-03-01
Appointment Mode4,Face-to-Face,Mar-25,19946984.0,2025-03-01
Appointment Mode4,Face-to-Face,Apr-25,0.635279524210849,2025-04-01
Appointment Mode4,Face-to-Face,Apr-25,18576328.0,2025-04-01
Appointment Mode4,Face-to-Face,May-25,0.63303213947545,2025-05-01
Appointment Mode4,Face-to-Face,May-25,18438593.0,2025-05-01
Appointment Mode4,Face-to-Face,Jun-25,0.630971248714814,2025-06-01
Appointment Mode4,Face-to-Face,Jun-25,19246133.0,2025-06-01
Appointment Mode4,Face-to-Face,Jul-25,0.629757021577956,2025-07-01
Appointment Mode4,Face-to-Face,Jul-25,20481854.0,2025-07-01
Appointment Mode4,Face-to-Face,Aug-25,0.627145838310375,2025-08-01
Appointment Mode4,Face-to-Face,Aug-25,17050424.0,2025-08-01
Appointment Mode4,Face-to-Face,Sep-25,0.62775575793842,2025-09-01
Appointment Mode4,Face-to-Face,Sep-25,20150543.0,2025-09-01
Appointment Mode4,Face-to-Face,Oct-25,0.673421736308953,2025-10-01
Appointment Mode4,Face-to-Face,Oct-25,26496222.0,2025-10-01
